outcome,sw_end_t,sw_end_x,univ_point_t,univ_point_x,err_sw_t,err_sw_x
0.04,2.52378595867447,20.9214465797,0.927743797395,688.6199117816724,0.771387832404,1.54862877045e-14,2.24286732597e-13,2.35943209415e-13
