T,Tbar,mu,mubar,sw_end_t,sw_end_x,univ_point_t,univ_point_x,outcome,err_sw_t,err_sw_x,err_tuniv
45,106,0.022222222222222223,0.00943396226415,28.6931677075,0.944168355721,674.9816248920912,0.794165863632,2.93685557069477,-1.63887469644e-08,-3.73820521216e-08,7.94031507212e-12
45,105,0.022222222222222223,0.00952380952381,28.6654411439,0.943699691576,675.0856223078932,0.793041880306,2.90584329312669,-4.46405371689e-09,-3.1389655415e-08,-9.66199342756e-13
45,104,0.022222222222222223,0.00961538461538,28.6313174663,0.943222885771,675.093865476483,0.792550758304,2.87462363149995,1.63993342662e-12,5.10404365275e-15,-3.36796285305e-11
45,103,0.022222222222222223,0.00970873786408,28.604262487,0.942737779368,675.2247449312775,0.791235485003,2.84321453736614,-4.15080952974e-14,-1.05550788187e-15,-2.93496338344e-11
45,102,0.022222222222222223,0.00980392156863,28.576807986,0.942244229357,675.3552877964044,0.789902883281,2.81160422528070,-1.18860823283e-13,-6.51003132765e-14,-1.02372554878e-11
45,101,0.022222222222222223,0.00990099009901,28.5489460714,0.941742010014,675.4877852000506,0.78855260475,2.77979275983749,1.19115440117e-13,3.92309994497e-17,2.59981758344e-11
45,100,0.022222222222222223,0.01,28.5206678035,0.941230888358,675.6206174143044,0.787184278469,2.74778024099884,-1.4232574334e-14,-1.30526471545e-15,-3.47630951802e-11
45,99,0.022222222222222223,0.010101010101,28.4919634108,0.940710623448,675.754604370518,0.785797528097,2.71556686413703,1.74194794704e-14,2.29832100381e-16,-8.68256855302e-12
45,98,0.022222222222222223,0.0102040816327,28.4628225468,0.940180965778,675.8897307872164,0.784391963733,2.68315293761235,-6.42621450709e-15,1.29087796725e-14,5.43556866184e-12
45,97,0.022222222222222223,0.0103092783505,28.4332339558,0.939641656811,676.0259860984819,0.782967234618,2.65053887855000,2.36237761861e-12,2.08965698492e-12,-5.64058522112e-12
45,96,0.022222222222222223,0.0104166666667,28.40318763,0.939092428269,676.163395668997,0.78152277982,2.61772522098282,-3.21350571478e-13,3.79504351052e-13,-1.51718915209e-12
45,95,0.022222222222222223,0.0105263157895,28.3727061639,0.93853296569,676.3019348521219,0.780058407204,2.58471262312301,-6.17867404104e-14,-1.63443780457e-13,-2.59135768399e-12
45,94,0.022222222222222223,0.0106382978723,28.3417979673,0.937962957699,676.4416087601027,0.778573731122,2.55150187530605,7.56501896445e-15,9.03863099022e-16,3.61603802457e-12
45,93,0.022222222222222223,0.010752688172,28.3104142977,0.9373821361,676.5824497798917,0.777068181127,2.51809391497509,4.1863780102e-14,1.36662839404e-13,3.95655730401e-13
45,92,0.022222222222222223,0.0108695652174,28.2786851391,0.936790041502,676.7244130880895,0.77554172413,2.48448981289753,3.00769752867e-15,6.6620573512e-16,5.94357896233e-13
45,91,0.022222222222222223,0.010989010989,28.2464058989,0.93618655212,676.8677896557265,0.773993276826,2.45069082593518,3.31716422409e-14,-4.34536822608e-14,5.66448277173e-12
45,90,0.022222222222222223,0.0111111111111,28.2417173306,0.93557111512,677.476753644738,0.76901601005,2.41686386962567,-1.64760247872e-08,-1.40629740917e-07,-4.3091918922e-13
45,89,0.022222222222222223,0.0112359550562,28.2374357513,0.934943913822,678.0875756876507,0.763855940398,2.38318894893696,-2.58458643515e-08,-2.8999239549e-07,-2.47096787476e-12
45,88,0.022222222222222223,0.0113636363636,28.2258873285,0.934304368267,678.5828545705305,0.759437235777,2.34943364448041,-3.47884211371e-08,-4.09305823047e-07,-2.12510564701e-13
45,87,0.022222222222222223,0.0114942528736,28.1100738742,0.933653359362,677.4539301229787,0.767564612723,2.31357624634229,-3.95390930961e-14,-1.38690462473e-14,1.05239081338e-11
45,86,0.022222222222222223,0.0116279069767,28.0744488995,0.932988024269,677.603671516453,0.765897145581,2.27882742192348,-2.5836427656e-14,5.27359826027e-17,-2.39960828985e-11
45,85,0.022222222222222223,0.0117647058824,28.0393410742,0.932307714039,677.7559183299448,0.76420832341,2.24389514475065,-1.06388386378e-13,8.59568805319e-14,1.20167348294e-11
45,84,0.022222222222222223,0.0119047619048,28.0068479637,0.931613917209,677.9727797313781,0.761998030244,2.20878447793220,-6.95177809589e-09,-2.08887518078e-08,7.40323080617e-12
45,83,0.022222222222222223,0.0120481927711,28.0500146605,0.930905677162,679.4174157497413,0.750049064952,2.17493009520858,-3.6658085746e-08,-4.58921321886e-07,6.1514023042e-12
45,82,0.022222222222222223,0.0121951219512,27.933175806,0.930182767563,678.3068763648887,0.758289093484,2.13802859898107,-1.81763309385e-08,-2.93986871844e-08,1.67783842375e-12
45,81,0.022222222222222223,0.0123456790123,27.9125733022,0.929444469793,678.7670372810692,0.75414245936,2.10249964730878,-1.61164740155e-08,-1.30670324214e-07,2.5429658379e-12
45,80,0.022222222222222223,0.0125,27.8612205943,0.928690212156,678.7242030498546,0.753864195018,2.06660464022332,-1.07317427047e-08,-6.4258042255e-08,9.676287549e-14
45,79,0.022222222222222223,0.0126582278481,27.8129383685,0.927919487841,678.7439937931327,0.753083494214,2.03060835145310,-4.30219741934e-09,-1.78649392292e-08,-6.44095887736e-12
45,78,0.022222222222222223,0.0128205128205,27.7728592579,0.927131367867,678.917158526856,0.751102325256,1.99447868517833,-9.68629688945e-09,-2.21159930297e-08,-1.32353156213e-12
45,77,0.022222222222222223,0.012987012987,27.7166122351,0.926325305209,678.8221214822615,0.751173756341,1.95821599044613,-2.66347572224e-08,6.49038171962e-08,-1.20697896122e-12
45,76,0.022222222222222223,0.0131578947368,27.6864665056,0.92550181091,679.201086839836,0.747571461585,1.92175378352697,-9.81397639268e-09,-7.64202521785e-09,1.45924938799e-14
45,75,0.022222222222222223,0.0133333333333,27.6419493927,0.924659356277,679.345038554022,0.745764393021,1.88517223666607,-2.42582089331e-13,-1.02025043917e-12,-2.56548948752e-12
45,74,0.022222222222222223,0.0135135135135,27.5978442239,0.923797147464,679.51287403889,0.743750767532,1.84845177574592,3.83850032422e-12,1.05988978332e-14,-1.74707470713e-13
45,73,0.022222222222222223,0.013698630137,27.5529055866,0.92291463832,679.6824478676864,0.741703245651,1.81159815930883,1.24102863742e-12,3.94615235389e-15,4.14196454912e-13
45,72,0.022222222222222223,0.0138888888889,27.507417982,0.922010662291,679.8536539684353,0.739622054024,1.77461793078535,4.7191557508e-13,-1.05944852608e-14,6.8880838533e-13
45,71,0.022222222222222223,0.0140845070423,27.4857751783,0.921084759217,680.4618101625059,0.733948373366,1.73765170259901,-1.93736425941e-08,-1.61814875012e-07,-6.04100103274e-13
45,70,0.022222222222222223,0.0142857142857,27.4125183803,0.920138227943,680.2021354987252,0.735346932535,1.70030600933612,-1.37798514529e-12,-1.75628861738e-14,-1.54701251809e-12
45,69,0.022222222222222223,0.0144927536232,27.4472358574,0.919165383503,681.7713759018552,0.721219565656,1.66439881847508,-3.98685015612e-08,-5.53413751899e-07,-3.52489565314e-12
45,68,0.022222222222222223,0.0147058823529,27.323455089,0.918169902106,680.7083940554872,0.72968706805,1.62559323768534,-1.0946207799e-08,-5.73161632217e-08,-2.05845063217e-12
45,67,0.022222222222222223,0.0149253731343,27.2761453916,0.917148997965,680.9492036195986,0.7269093022,1.58810912815791,-9.71800079159e-09,-8.13015189231e-08,-6.71075695013e-12
45,66,0.022222222222222223,0.0151515151515,27.214389047,0.916101705813,680.9520737604224,0.726088125529,1.55050394474716,-1.39768624203e-08,-1.18187767754e-08,-5.20827825312e-12
45,65,0.022222222222222223,0.0153846153846,27.1597639655,0.915027771723,681.1065359182757,0.723984389209,1.51286062408755,-1.22478159859e-12,-2.22845082351e-12,-3.60537988353e-12
45,64,0.022222222222222223,0.015625,27.1104581694,0.913924309063,681.3753950090182,0.720894962884,1.47516633388764,-1.82539166752e-08,-3.28368716723e-08,-3.81361053847e-11
45,63,0.022222222222222223,0.015873015873,27.1026933427,0.912786647503,682.3829777162067,0.711260763232,1.43796749221417,-2.10801402922e-07,-3.79150415156e-07,-5.66491298315e-14
45,62,0.022222222222222223,0.0161290322581,27.1052485866,0.911623795221,683.5416879938739,0.699599368818,1.40208537961316,-2.36720407264e-07,-8.31879996343e-07,-6.55073217892e-13
45,61,0.022222222222222223,0.016393442623,26.9905580178,0.910428780846,682.8097151633253,0.705749922437,1.36243707737979,-2.00839322756e-07,-4.08357394962e-07,4.61792062922e-13
45,60,0.022222222222222223,0.0166666666667,26.9875110824,0.909200685374,683.9310751121287,0.694256944932,1.32643607059946,-2.18055973689e-07,-8.55059997916e-07,3.86232712479e-13
45,59,0.022222222222222223,0.0169491525424,26.8353648297,0.907937449466,682.5794297735749,0.70609450537,1.28631786633470,-1.74192241544e-07,-1.37870766672e-07,4.1146669405e-12
45,58,0.022222222222222223,0.0172413793103,26.7565467078,0.906638103788,682.4668680944405,0.706153108524,1.24848587433535,-1.60802307535e-07,-1.96810222877e-09,-6.38114561191e-12
45,57,0.022222222222222223,0.0175438596491,26.6947027277,0.905300861047,682.6978490723768,0.703164823211,1.21075829796656,-1.45252528339e-07,-1.41256005314e-08,8.7026219564e-13
45,56,0.022222222222222223,0.0178571428571,26.6422790519,0.903924022221,683.135507222028,0.698279571604,1.17312927486123,-1.26156276848e-07,-1.19708667688e-07,5.44503331312e-12
45,55,0.022222222222222223,0.0181818181818,26.6718400731,0.902505917667,685.0120744580477,0.679307124734,1.13789247904193,-1.44095444781e-07,-9.5312216689e-07,-8.03593303011e-12
45,54,0.022222222222222223,0.0185185185185,26.5122451671,0.901044099386,683.6435573474779,0.69167191172,1.09806262656653,-7.72369744656e-08,-1.64441359076e-07,-7.76489983423e-13
45,53,0.022222222222222223,0.0188679245283,26.4259801274,0.899537017382,683.5486368604153,0.691504696703,1.06060313130801,-4.6090084623e-08,-1.94899065085e-08,1.04185757244e-12
45,52,0.022222222222222223,0.0192307692308,26.3733449571,0.897982381967,684.126986744425,0.685117799025,1.02344326980942,-1.05661055864e-08,-1.94998540171e-07,-8.86513085163e-14
45,51,0.022222222222222223,0.0196078431373,26.3379110979,0.896373808147,685.0394011450479,0.675305813525,0.986950463504199,-1.19032635641e-07,-5.53792725689e-07,2.81053652573e-12
45,50,0.022222222222222223,0.02,26.2101564795,0.894715497259,684.2905747316305,0.681401689724,0.949350102431366,-1.02471428157e-07,-6.05736117236e-08,1.06498143637e-12
45,49,0.022222222222222223,0.0204081632653,26.2198124802,0.893002158276,686.106738727191,0.662377800579,0.914321036677707,-1.30503551149e-07,-9.20160512375e-07,-1.34528221896e-11
45,48,0.022222222222222223,0.0208333333333,26.122420707,0.891230631234,686.0341854989973,0.662095626705,0.877260877791207,-1.05763521275e-07,-7.60443471621e-07,-8.07257038993e-13
45,47,0.022222222222222223,0.0212765957447,25.9733819867,0.889397861126,685.0156976976979,0.671063122652,0.839947453347193,-7.02325276521e-08,-8.15618824581e-08,-1.3300471835e-13
45,46,0.022222222222222223,0.0217391304348,25.9088302419,0.887500789028,685.6337763151392,0.663877843952,0.804147965931315,-5.49254812863e-08,-2.8889677227e-07,1.05007669227e-12
45,45,0.022222222222222223,0.0222222222222,25.8411763227,0.885535763658,686.2357003013058,0.656653633971,0.768790837806172,-3.88102268553e-08,-4.99059046809e-07,-2.47512774165e-12
45,44,0.022222222222222223,0.0227272727273,25.7010175643,0.88349883683,685.4722082427662,0.662879226536,0.733114138590515,-8.07752740339e-09,5.997849779e-08,5.29784549563e-13
45,43,0.022222222222222223,0.0232558139535,25.6147818967,0.881385980461,685.8312749821279,0.65807503198,0.698213254400449,-6.29952184099e-14,-6.58474819362e-15,-2.05810368747e-12
45,42,0.022222222222222223,0.0238095238095,25.5202183925,0.879193011791,686.0845809396901,0.654228949244,0.663729903687097,-1.07423378054e-14,-1.14310268124e-15,4.80449013907e-13
45,41,0.022222222222222223,0.0243902439024,25.4237345893,0.87691245355,686.3417731599222,0.650288254176,0.629692945548601,-2.93152410983e-14,-4.68825400227e-15,5.0189019607e-12
45,40,0.022222222222222223,0.025,25.3235419696,0.874543133263,686.6037745843113,0.646241286187,0.596138490126726,-2.87641750154e-14,-2.31098663896e-14,6.64407417972e-12
45,39,0.022222222222222223,0.025641025641,25.2200429076,0.872078077993,686.8705068764799,0.642085794626,0.563103998572651,-3.07239293956e-13,-5.40263949606e-15,-2.90045765183e-12
45,38,0.022222222222222223,0.0263157894737,25.1136060555,0.869509759672,687.1419499747024,0.637819140397,0.530628225120973,-2.53634546227e-14,2.21754631717e-14,-1.61606839022e-12
45,37,0.022222222222222223,0.027027027027,25.0032170467,0.866833715665,687.4188050494942,0.633432187253,0.498751168803322,-1.72237678492e-14,1.45980212502e-14,1.37171940473e-11
45,36,0.022222222222222223,0.0277777777778,24.8894594701,0.864040580763,687.7002203664648,0.628922638126,0.467513974853551,6.17187661819e-14,4.72587888092e-15,-2.6398327968e-13
45,35,0.022222222222222223,0.0285714285714,24.770938396,0.861125723158,687.9877747431744,0.624278918622,0.436958986020693,-1.76296179261e-13,-4.33166880449e-14,1.16820442209e-12
45,34,0.022222222222222223,0.0294117647059,24.6497886917,0.858073601398,688.2804648104809,0.619505128338,0.407129471648139,1.15125208086e-13,6.69277922361e-15,-1.19790288799e-12
45,33,0.022222222222222223,0.030303030303,24.5241446134,0.854878889508,688.5808786295769,0.614570385186,0.378069548907097,-2.8276741514e-08,-1.02802866796e-09,-1.40898404055e-12
45,32,0.022222222222222223,0.03125,24.4150790228,0.851530086756,689.3676277764124,0.604382038176,0.349898395616412,-1.5393114e-07,-3.46264435094e-07,1.13710429961e-12
45,31,0.022222222222222223,0.0322580645161,24.2578716938,0.848019002398,689.2029572138586,0.60421280922,0.322438222064845,-1.94121495087e-07,-4.44180636469e-09,-3.49303919123e-12
45,30,0.022222222222222223,0.0333333333333,24.092909876,0.844328688804,688.9558819877607,0.604648383755,0.296042876362263,-3.5012555631e-07,4.03334860162e-07,-4.97796248666e-14
45,29,0.022222222222222223,0.0344827586207,23.9727817747,0.840451674755,689.9148669174348,0.592517595352,0.270429144490638,-2.29095204713e-07,-5.4908759928e-08,5.87446757905e-13
45,28,0.022222222222222223,0.0357142857143,23.8349131327,0.836366455635,690.6020939878297,0.582874949468,0.245939691364003,-1.86027960882e-07,-3.37008246982e-07,-3.17796570309e-13
45,27,0.022222222222222223,0.037037037037,23.6587196282,0.832057414227,690.551123770409,0.581187673117,0.222399733475884,-6.55453344361e-08,-2.57374375625e-08,5.9027505106e-12
