kappa,value,outcome,sw_end_t,sw_end_x,univ_point_t,univ_point_x,err_sw_t,err_sw_x
17.5,10.1858959149519,32.512652266,0.882309387786,679.5333242065673,0.724504067469,4.8900873246e-13,5.44380162701e-14,-2.96984659087e-15
17.0,12.0584163930790,33.4942500313,0.880430116763,679.353821564903,0.721919935879,-1.41854403693e-08,-4.6178737433e-08,4.31307767279e-13
16.5,14.5556232918826,34.6613542853,0.878503161163,681.3371576271284,0.71395541176,-2.9788388986e-08,-2.44374567245e-07,4.91127971625e-12
16.0,17.8730116259145,35.8381290333,0.876531088332,676.4906517031828,0.721287219845,-2.3360966124e-13,-3.45505728409e-13,-2.42861286637e-16
15.5,6.17294529241904e-8,37.1144353331,0.874511069592,353.9882753989636,0.726887397622,-1.93933979246e-07,4.31726419878e-07,-0.732366718587
