L,value,outcome,sw_end_t,sw_end_x,univ_point_t,univ_point_x,err_sw_t,err_sw_x
0.99,2.90171142963099,18.6331256966,0.9327538925,690.9915072052805,0.772088213842,-3.63938716986e-09,1.71596665928e-08,1.54543045028e-13
